,CENPK_ETH_vs_CENPK_EXP,HUMgE_72h_vs_CENPK_ETH,HUMgE_72h_vs_CENPK_EXP,HUMgE_72h_vs_HUMgE_ETH,HUMgE_96h_vs_CENPK_ETH,HUMgE_96h_vs_CENPK_EXP,HUMgE_96h_vs_HUMgE_72h,HUMgE_ETH_vs_CENPK_ETH,HUMgE_ETH_vs_CENPK_EXP,HUMgE_ETH_vs_HUMgE_EXP,HUMgE_EXP_vs_CENPK_EXP,HUMgE_EXP_vs_HUMg_EXP,HUMgEhE_72h_vs_CENPK_ETH,HUMgEhE_72h_vs_CENPK_EXP,HUMgEhE_72h_vs_HUMgEhE_ETH,HUMgEhE_96h_vs_CENPK_ETH,HUMgEhE_96h_vs_CENPK_EXP,HUMgEhE_96h_vs_HUMgEhE_72h,HUMgEhE_ETH_vs_CENPK_ETH,HUMgEhE_ETH_vs_CENPK_EXP,HUMgEhE_ETH_vs_HUMgEhE_EXP,HUMgEhE_EXP_vs_CENPK_EXP,HUMgEhE_EXP_vs_HUMgE_EXP,HUMgEh_EXP_vs_CENPK_EXP,HUMgEh_EXP_vs_HUMg_EXP,HUMg_EXP_vs_CENPK_EXP,LIMg_72h_vs_CENPK_ETH,LIMg_72h_vs_CENPK_EXP,LIMg_72h_vs_NER_72h,LIMg_96h_vs_CENPK_ETH,LIMg_96h_vs_CENPK_EXP,LIMg_96h_vs_LIMg_72h,LIMg_96h_vs_NER_96h,NER_72h_vs_CENPK_ETH,NER_72h_vs_CENPK_EXP,NER_96h_vs_CENPK_ETH,NER_96h_vs_CENPK_EXP,NER_96h_vs_NER_72h,NERgE_72h_vs_CENPK_ETH,NERgE_72h_vs_CENPK_EXP,NERgE_72h_vs_NERg_72h,NERgE_96h_vs_CENPK_ETH,NERgE_96h_vs_CENPK_EXP,NERgE_96h_vs_NERgE_72h,NERgE_96h_vs_NERg_96h,NERg_72h_vs_CENPK_ETH,NERg_72h_vs_CENPK_EXP,NERg_72h_vs_NER_72h,NERg_96h_vs_CENPK_ETH,NERg_96h_vs_CENPK_EXP,NERg_96h_vs_NER_96h,NERg_96h_vs_NERg_72h,VAL_72h_vs_CENPK_ETH,VAL_72h_vs_CENPK_EXP,VAL_72h_vs_NER_72h,VAL_96h_vs_CENPK_ETH,VAL_96h_vs_CENPK_EXP,VAL_96h_vs_NER_96h,VAL_96h_vs_VAL_72h,VALg_72h_vs_CENPK_ETH,VALg_72h_vs_CENPK_EXP,VALg_72h_vs_VAL_72h,VALg_96h_vs_CENPK_ETH,VALg_96h_vs_CENPK_EXP,VALg_96h_vs_VAL_96h,VALg_96h_vs_VALg_72h
PAN2,1.3043,-0.4879,0.8164,-0.325,-0.334,0.9703,0.1539,-0.1629,1.1413,-0.9908,2.1321,1.1145,0.0764,1.3806,0.2504,-0.5493,0.755,-0.6257,-0.174,1.1302,-0.3005,1.4307,-0.7014,0.9643,-0.0534,1.0176,-0.6557,0.6486,-1.4519,-0.5037,0.8006,0.152,-0.7922,0.7963,2.1005,0.2886,1.5928,-0.5077,0.5761,1.8804,0.7423,-0.3256,0.9787,-0.9018,0.0314,-0.1661,1.1381,-0.9624,-0.357,0.9472,-0.6456,-0.1909,0.9533,2.2576,0.1571,0.0059,1.3102,-0.2827,-0.9474,-0.1784,1.1258,-1.1318,-0.2375,1.0668,-0.2434,-0.059
PAN3,1.8036,-0.5644,1.2391,-0.568,-0.4107,1.3929,0.1537,0.0035,1.8071,-0.1922,1.9993,0.7566,-0.3503,1.4532,0.2364,-0.8526,0.9509,-0.5023,-0.5867,1.2169,-0.0445,1.2613,-0.738,1.2294,-0.0134,1.2427,-1.037,0.7666,-1.2516,-1.1297,0.6739,-0.0927,-1.0968,0.2146,2.0181,-0.0329,1.7707,-0.2475,-0.3539,1.4497,0.3156,-0.8033,1.0003,-0.4494,-0.1725,-0.6695,1.1341,-0.8841,-0.6308,1.1727,-0.5979,0.0387,0.3196,2.1232,0.105,-0.4414,1.3622,-0.4085,-0.7609,-0.7098,1.0938,-1.0293,-0.6918,1.1118,-0.2504,0.018
PAN5,-0.8858,0.1928,-0.693,-0.0949,0.3586,-0.5272,0.1658,0.2877,-0.5981,0.3416,-0.9397,-1.5458,-0.4412,-1.327,-0.3344,0.4932,-0.3926,0.9345,-0.1069,-0.9926,0.0504,-1.043,-0.1033,0.5424,-0.0638,0.6062,0.1578,-0.7279,-0.7458,0.4571,-0.4286,0.2993,-0.1794,0.9036,0.0178,0.6366,-0.2492,-0.267,-0.1549,-1.0406,-0.4838,0.1222,-0.7636,0.2771,-0.3809,0.3289,-0.5568,-0.5746,0.5031,-0.3826,-0.1334,0.1742,1.6174,0.7316,0.7138,0.8749,-0.0109,0.2383,-0.7425,1.6904,0.8046,0.073,1.7526,0.8668,0.8777,0.0622
PAN6,-0.3605,0.0965,-0.2639,0.2676,0.36,-0.0005,0.2635,-0.1711,-0.5315,5.8992,-6.4308,-7.5383,-1.5918,-1.9523,0.5129,0.3615,0.001,1.9533,-2.1047,-2.4652,1.421,-3.8862,2.5446,1.1513,0.0437,1.1076,-0.1161,-0.4766,0.5872,-0.2935,-0.654,-0.1774,-0.7728,-0.7033,-1.0638,0.4792,0.1188,1.1826,-0.4567,-0.8172,-0.8391,0.1977,-0.1628,0.6543,-0.2095,0.3825,0.022,1.0858,0.4072,0.0467,-0.0721,0.0247,-0.8269,-1.1874,-0.1236,0.5108,0.1503,0.0316,1.3377,1.1474,0.7869,1.9743,1.1635,0.8031,0.6527,0.0162
PAP1,0.7979,-0.486,0.3119,0.4502,-1.3091,-0.5113,-0.8231,-0.9362,-0.1384,-0.1802,0.0419,-0.6021,-0.6036,0.1943,-0.1659,-1.116,-0.3182,-0.5124,-0.4377,0.3602,-0.3364,0.6965,0.6547,0.851,0.207,0.644,-1.0184,-0.2206,-1.5826,-0.4536,0.3443,0.5648,-0.6631,0.5642,1.3621,0.2095,1.0074,-0.3547,-0.0141,0.7838,0.3394,-0.2336,0.5643,-0.2195,0.2838,-0.3535,0.4444,-0.9177,-0.5174,0.2805,-0.7269,-0.1639,0.4682,1.2661,-0.096,-0.5109,0.287,-0.7204,-0.9791,0.2742,1.0721,-0.194,0.2417,1.0396,0.7526,-0.0325
PAP2,0.7989,-0.3888,0.4102,-0.0353,0.1048,0.9037,0.4936,-0.3535,0.4454,-0.5671,1.0126,0.1273,-0.3943,0.4046,0.1157,-0.5463,0.2526,-0.152,-0.51,0.2889,-0.1323,0.4212,-0.5914,0.8905,0.0052,0.8853,-1.5331,-0.7341,-1.7315,-1.4011,-0.6022,0.132,-1.5081,0.1985,0.9974,0.107,0.9059,-0.0915,-0.6015,0.1974,-0.2078,-0.4318,0.3671,0.1697,0.2272,-0.3938,0.4052,-0.5922,-0.659,0.1399,-0.766,-0.2653,0.2433,1.0422,0.0448,-0.2021,0.5968,-0.3091,-0.4454,-0.1655,0.6334,-0.4088,-0.7598,0.0392,-0.5576,-0.5942
PAR32,0.5047,-0.4759,0.0287,-0.1492,-1.1346,-0.6299,-0.6587,-0.3267,0.1779,-0.8583,1.0362,0.9786,-0.3951,0.1095,0.3804,-1.3051,-0.8004,-0.9099,-0.7755,-0.2709,-0.0436,-0.2272,-1.2635,0.383,0.3254,0.0576,-0.4773,0.0274,1.1948,-0.1698,0.3349,0.3075,1.7212,-1.6721,-1.1674,-1.8909,-1.3863,-0.2189,-13.3212,-12.8165,-7.6855,-0.5991,-0.0945,12.722,-0.0272,-5.6356,-5.1309,-3.9636,-0.572,-0.0673,1.319,5.0637,-0.8921,-0.3875,0.7799,-1.1422,-0.6375,0.7488,-0.25,0.4155,0.9202,1.3077,0.4241,0.9288,1.5662,0.0085
PAT1,1.7344,-1.3463,0.3881,-0.2559,-1.5252,0.2092,-0.1789,-1.0905,0.644,-1.2011,1.8451,1.1274,-0.8562,0.8783,0.3402,-1.6838,0.0506,-0.8276,-1.1963,0.5381,-0.5398,1.0779,-0.7671,0.8541,0.1365,0.7176,-1.339,0.3954,-0.4543,-1.0436,0.6908,0.2954,-0.1364,-0.8847,0.8497,-0.9072,0.8272,-0.0225,-1.6526,0.0818,-0.1321,-1.1672,0.5672,0.4854,-0.1197,-1.5204,0.214,-0.6357,-1.0475,0.6869,-0.1403,0.4729,-0.6206,1.1139,0.2642,-1.283,0.4514,-0.3758,-0.6625,-0.4109,1.3235,0.2097,-0.4656,1.2689,0.8175,-0.0547
PBA1,-0.5579,1.1585,0.6006,-0.071,1.5104,0.9525,0.3519,1.2296,0.6716,0.9976,-0.326,-1.8831,0.2767,-0.2812,-0.6337,1.5426,0.9847,1.2659,0.9105,0.3525,0.5826,-0.23,0.0959,1.6621,0.1049,1.5571,1.0484,0.4905,-0.0827,0.4517,-0.1062,-0.5967,-1.5187,1.1311,0.5732,1.9705,1.4125,0.8393,1.3602,0.8023,-0.303,1.6,1.042,0.2398,-0.1598,1.6632,1.1053,0.5321,1.7597,1.2018,-0.2107,0.0965,0.7946,0.2367,-0.3365,1.8781,1.3201,-0.0924,1.0834,1.9291,1.3712,1.1345,2.2103,1.6523,0.3322,0.2811
PBI2,5.5745,-1.8122,3.7622,-0.1387,-1.8668,3.7076,-0.0546,-1.6736,3.9009,4.4901,-0.5892,-0.7159,-4.7029,0.8715,0.1273,-5.0813,0.4932,-0.3784,-4.8302,0.7443,1.818,-1.0737,-0.4845,-0.2809,-0.4076,0.1267,-5.2845,0.2899,-0.2312,-3.5375,2.0369,1.747,2.1339,-5.0533,0.5212,-5.6714,-0.0969,-0.6181,-3.1595,2.415,0.8627,-4.2653,1.3091,-1.1059,0.1033,-4.0221,1.5523,1.0311,-4.3686,1.2058,1.3028,-0.3465,-6.7145,-1.14,-1.6612,-5.7007,-0.1262,-0.0293,1.0138,-13.7799,-8.2055,-7.0654,-6.2861,-0.7117,-0.5854,7.4938
PBN1,1.0527,-0.0556,0.9971,-0.4448,-0.1621,0.8906,-0.1065,0.3891,1.4419,-0.6431,2.085,0.4425,0.7646,1.8174,0.5497,0.1197,1.1724,-0.6449,0.2149,1.2676,0.0011,1.2665,-0.8184,1.7038,0.0613,1.6425,-0.1019,0.9508,-1.4083,-0.2157,0.8371,-0.1137,-1.039,1.3063,2.3591,0.8233,1.876,-0.483,0.8699,1.9227,0.4455,0.1763,1.229,-0.6937,-0.0741,0.4244,1.4772,-0.8819,0.2504,1.3031,-0.5729,-0.1741,1.1413,2.1941,-0.165,0.0888,1.1416,-0.7345,-1.0525,0.5843,1.637,-0.5571,0.551,1.6038,0.4622,-0.0333
PBP1,0.1939,-0.272,-0.0781,-0.1469,-0.3301,-0.1362,-0.0581,-0.1251,0.0688,-1.683,1.7518,1.3981,0.7958,0.9897,0.4754,-0.1955,-0.0016,-0.9913,0.3204,0.5143,-0.6525,1.1668,-0.585,0.4797,0.1261,0.3536,-0.0832,0.1107,-0.8124,-0.2439,-0.05,-0.1608,-0.9424,0.7293,0.9232,0.6985,0.8924,-0.0308,-0.0057,0.1882,-0.1498,0.3168,0.5107,0.3225,0.0405,0.1441,0.338,-0.5852,0.2763,0.4702,-0.4222,0.1322,1.0636,1.2575,0.3343,0.4054,0.5993,-0.2931,-0.6582,0.5035,0.6974,-0.5601,0.4797,0.6736,0.0743,-0.0238
PBP2,-0.2373,-0.9045,-1.1419,-0.5231,-0.4109,-0.6482,0.4937,-0.3815,-0.6188,-2.1909,1.5721,0.5837,0.6631,0.4258,0.3352,0.7167,0.4794,0.0536,0.3279,0.0906,-0.5665,0.6572,-0.9149,1.1164,0.128,0.9884,-4.1825,-4.4198,-5.2748,-0.9959,-1.2332,3.1866,-1.7129,1.0923,0.855,0.717,0.4797,-0.3753,-11.7434,-11.9807,-7.8064,-6.8849,-7.1222,4.8586,-3.0366,-3.937,-4.1743,-5.0293,-3.8482,-4.0856,-4.5652,0.0888,0.2765,0.0392,-0.8158,-4.076,-4.3133,-4.793,-4.3525,0.6955,0.4582,0.419,-7.8035,-8.0408,-3.7275,-8.499
PBP4,-0.4558,0.3494,-0.1064,0.4858,-1.3333,-1.7891,-1.6828,-0.1363,-0.5921,-2.0387,1.4465,1.6272,0.9994,0.5435,0.2241,-0.2237,-0.6795,-1.2231,0.7752,0.3194,-0.7237,1.0431,-0.4035,0.3038,0.4845,-0.1807,0.1039,-0.3519,-0.094,0.9306,0.4748,0.8266,1.0356,0.1979,-0.2579,-0.105,-0.5608,-0.3029,-0.2502,-0.706,-0.6749,0.7328,0.277,0.983,0.0001,0.4247,-0.0311,0.2268,0.7327,0.2769,0.8377,0.308,0.7473,0.2914,0.5493,0.2027,-0.2531,0.3077,-0.5445,1.5214,1.0656,0.7742,1.4675,1.0117,1.2648,-0.0539
PBS2,0.363,-0.4739,-0.1109,-0.1675,0.0881,0.4511,0.562,-0.3064,0.0566,-1.3626,1.4192,0.5875,0.6382,1.0012,0.2315,0.0788,0.4418,-0.5594,0.4066,0.7697,-0.1471,0.9168,-0.5024,0.9001,0.0684,0.8317,-0.3149,0.0482,-1.4787,0.0964,0.4595,0.4113,-0.7774,1.1639,1.5269,0.8738,1.2369,-0.29,0.2596,0.6226,0.0855,0.4915,0.8546,0.2319,0.0851,0.1741,0.5372,-0.9897,0.4064,0.7694,-0.4674,0.2323,1.7954,2.1584,0.6315,1.0308,1.3938,0.1569,-0.7646,1.2202,1.5832,-0.5752,1.1962,1.5592,0.1654,-0.024
PBY1,0.289,0.6049,0.8939,-0.306,0.6337,0.9226,0.0288,0.9109,1.1999,0.805,0.3949,-0.8062,0.3254,0.6144,-0.1354,0.2213,0.5103,-0.1041,0.4608,0.7498,0.3431,0.4066,0.0117,1.1622,-0.0389,1.2012,0.0175,0.3065,-1.0219,-0.0878,0.2012,-0.1053,-1.3185,1.0395,1.3284,1.2307,1.5197,0.1913,0.55,0.8389,-0.2148,0.4722,0.7611,-0.0778,-0.155,0.7647,1.0537,-0.2747,0.6272,0.9162,-0.6035,-0.1375,1.2203,1.5093,0.1808,0.6718,0.9608,-0.559,-0.5485,0.442,0.731,-0.7783,0.6592,0.9482,-0.0126,0.2172
PCC1,0.2168,0.3208,0.5375,0.0096,0.5831,0.7999,0.2624,0.3111,0.5279,0.0966,0.4313,-1.1569,-0.254,-0.0373,-0.0933,0.3092,0.5259,0.5632,-0.1608,0.056,0.0427,0.0133,-0.4179,1.2395,-0.3486,1.5881,-0.1812,0.0356,-0.4973,0.397,0.6137,0.5782,0.3939,0.3161,0.5329,0.0031,0.2199,-0.313,0.1608,0.3775,-0.6763,1.1203,1.3371,0.9595,-0.0679,0.837,1.0538,0.521,1.1882,1.4049,1.1851,0.3511,0.085,0.3017,-0.2311,0.2768,0.4936,0.2737,0.1918,1.0016,1.2184,0.9167,1.2218,1.4386,0.945,0.2202
PCD1,3.5767,-0.2361,3.3406,0.4581,-1.1101,2.4666,-0.874,-0.6943,2.8824,0.2661,2.6163,-0.1133,-0.0074,3.5693,0.5766,-1.2243,2.3524,-1.2169,-0.584,2.9927,0.8084,2.1842,-0.4321,3.1045,0.3749,2.7296,-1.5761,2.0006,-1.1163,-1.0591,2.5176,0.517,-1.1001,-0.4599,3.1168,0.0409,3.6176,0.5008,-4.6257,-1.049,-3.8409,-0.6916,2.8851,3.9341,-0.155,-0.7847,2.7919,-0.3249,-0.5366,3.04,-0.5776,0.2481,-0.8611,2.7156,-0.4013,-2.3572,1.2195,-2.3982,-1.4961,-0.1542,3.4225,0.7069,-0.4606,3.1161,1.8966,-0.3064
PCF11,1.2071,-0.6188,0.5883,-0.2996,-0.4721,0.735,0.1467,-0.3192,0.8879,-1.2173,2.1052,0.8257,0.1619,1.369,0.3244,-0.3183,0.8888,-0.4802,-0.1625,1.0446,-0.411,1.4556,-0.6496,1.2209,-0.0587,1.2796,-0.5752,0.6319,-0.4597,-0.5713,0.6358,0.0039,-0.4689,-0.1155,1.0916,-0.1024,1.1047,0.0131,0.305,1.5121,0.4643,-0.3376,0.8695,-0.6426,0.1176,-0.1593,1.0478,-0.0438,-0.4552,0.7519,-0.3528,-0.2959,0.3255,1.5326,0.441,-0.2365,0.9706,-0.1341,-0.562,0.6021,1.8092,0.2766,0.5592,1.7663,0.7957,-0.0429
PCI8,0.0459,3.4121,3.458,0.0269,-0.4161,-0.3702,-3.8282,3.3853,3.4311,-4.1227,7.5538,1.4806,7.7801,7.826,4.8077,-3.3103,-3.2644,-11.0904,2.9724,3.0183,-0.225,3.2433,-4.3105,3.2767,-2.7966,6.0732,-3.3103,-3.2644,-6.9294,-3.3103,-3.2644,0,0,3.6191,3.665,-3.3103,-3.2644,-6.9294,-3.3103,-3.2644,0,-3.3103,-3.2644,0,-3.1901,-3.3103,-3.2644,-6.9294,-0.1202,-0.0743,3.1901,3.1901,3.5692,3.6151,-0.0499,-3.3103,-3.2644,0,-6.8795,-3.3103,-3.2644,-6.8795,-3.3103,-3.2644,0,0
PCK1,6.6682,2.0318,8.6999,0.5358,0.6008,7.269,-1.431,1.496,8.1642,2.9456,5.2186,3.7808,2.2602,8.9284,-0.0745,-1.0488,5.6194,-3.309,2.3347,9.0028,2.0918,6.911,1.6924,6.4589,5.0211,1.4378,0.6459,7.3141,-1.2877,-1.1904,5.4777,-1.8363,-2.3244,1.9336,8.6017,1.1339,7.8021,-0.7996,3.2037,9.8719,0.9125,1.226,7.8941,-1.9777,0.8383,2.2912,8.9594,0.3577,0.3877,7.0559,-0.7463,-1.9035,-0.3404,6.3278,-2.274,-3.2357,3.4325,-4.3696,-2.8953,-12.2043,-5.5362,-11.8639,-16.495,-9.8268,-13.2593,-4.2907
PCL6,2.1773,-1.9019,0.2754,-0.3942,-8.2463,-6.069,-6.3444,-1.5076,0.6696,-1.2325,1.9022,1.8474,-0.8397,1.3376,0.4322,-5.3229,-3.1457,-4.4832,-1.2719,0.9054,0.1492,0.7562,-1.146,0.5287,0.474,0.0547,-4.8359,-2.6587,-3.3542,-1.0279,1.1494,3.808,4.2283,-1.4817,0.6955,-5.2562,-3.079,-3.7745,-1.6938,0.4835,-0.0694,-1.1904,0.9869,0.5034,-0.0373,-1.6243,0.5529,-0.1426,-1.1531,1.0242,4.1032,0.4713,-8.0826,-5.9054,-6.6009,-4.7803,-2.603,0.4759,3.3023,-4.5306,-2.3533,3.552,-1.0778,1.0995,3.7025,3.4529
PCL8,-10.7397,11.0072,0.2675,3.3917,3.9995,-6.7402,-7.0077,7.6155,-3.1242,-3.6638,0.5396,-0.4585,11.2728,0.533,0.2311,11.1526,0.4129,-0.1201,11.0416,0.3019,0.1012,0.2007,-0.3389,1.0306,0.0325,0.9981,12.4255,1.6858,4.8925,12.5599,1.8201,0.1343,0.9475,7.533,-3.2067,11.6124,0.8726,4.0793,0,-10.7397,-8.4225,8.3243,-2.4155,8.3243,-4.4168,8.4225,-2.3172,0.8895,12.7411,2.0013,1.1287,4.3186,7.8907,-2.849,0.3577,12.4635,1.7238,0.8511,4.5728,8.7271,-2.0126,0.8364,8.3875,-2.3522,-4.076,-0.3396
PCM1,-0.3233,0.0719,-0.2514,-0.1909,0.0883,-0.2351,0.0163,0.2628,-0.0605,1.6578,-1.7183,-2.6702,-0.8412,-1.1645,-0.1331,0.1303,-0.193,0.9715,-0.7081,-1.0314,0.1328,-1.1643,0.5541,0.9314,-0.0205,0.9519,0.1743,-0.1491,-0.6667,-0.0819,-0.4052,-0.2561,-0.9363,0.841,0.5176,0.8544,0.5311,0.0135,-0.0931,-0.4164,-0.7023,0.5699,0.2466,0.663,-0.0607,0.6092,0.2859,-0.2317,0.6307,0.3073,-0.2237,0.0214,0.3503,0.0269,-0.4907,0.3017,-0.0217,-0.5528,-0.0486,0.8165,0.4931,0.4662,0.7937,0.4703,0.492,-0.0228
PCS60,0.7323,0.1267,0.859,-0.3443,0.4926,1.2249,0.3659,0.471,1.2033,-0.9552,2.1585,1.014,1.2512,1.9836,-0.0936,0.37,1.1023,-0.8812,1.3448,2.0771,0.6311,1.446,-0.7125,0.9347,-0.2098,1.1445,1.5298,2.2621,-0.9795,1.2799,2.0122,-0.2499,-0.5719,2.5093,3.2416,1.8518,2.5841,-0.6575,2.1185,2.8509,0.2768,1.7129,2.4452,-0.4057,0.2663,1.8418,2.5741,-0.6676,1.4466,2.1789,-0.4052,-0.3952,1.7601,2.4924,-0.7492,0.8136,1.5459,-1.0382,-0.9465,0.6473,1.3796,-1.1128,0.7084,1.4407,-0.1052,0.0611
PCT1,1.333,-0.2871,1.0458,-0.0663,-0.3433,0.9896,-0.0562,-0.2208,1.1121,0.0366,1.0755,0.8845,-1.4409,-0.1079,-0.2269,-1.589,-0.2561,-0.1481,-1.214,0.1189,-0.2968,0.4158,-0.6597,0.3359,0.1449,0.191,-1.4637,-0.1307,-1.3097,-1.5793,-0.2464,-0.1157,-1.4686,-0.1539,1.179,-0.1108,1.2222,0.0432,-1.0873,0.2456,0.0119,-1.2568,0.0762,-0.1694,-0.2761,-1.0992,0.2337,-0.9453,-0.9807,0.3523,-0.8699,0.1186,0.1673,1.5003,0.3212,-0.1251,1.2078,-0.0144,-0.2925,-0.3014,1.0315,-0.4688,-0.4684,0.8646,-0.3432,-0.1669
PDA1,0.753,0.2425,0.9955,-0.1757,0.0552,0.8082,-0.1873,0.4182,1.1712,-0.6182,1.7894,0.7131,0.7057,1.4586,0.3891,-0.1526,0.6003,-0.8583,0.3166,1.0696,0.137,0.9326,-0.8568,1.1987,0.1224,1.0763,-0.1611,0.5919,-1.0267,-0.3639,0.3891,-0.2028,-1.0804,0.8656,1.6186,0.7165,1.4695,-0.1491,0.5888,1.3418,0.0717,0.3548,1.1077,-0.234,0.0301,0.5171,1.27,-0.3486,0.3246,1.0776,-0.3918,-0.1924,0.7101,1.463,-0.1555,0.4224,1.1754,-0.2941,-0.2876,0.081,0.8339,-0.6291,0.1522,0.9051,-0.2703,0.0712
PDB1,0.0126,1.1277,1.1403,0.1949,0.9518,0.9643,-0.1759,0.9328,0.9454,-0.2529,1.1982,0.4832,1.2563,1.2689,0.3494,0.6453,0.6579,-0.6109,0.9069,0.9195,0.2031,0.7163,-0.4819,0.9535,0.2384,0.715,0.4506,0.4632,-0.9349,0.2893,0.3019,-0.1613,-0.9466,1.3855,1.3981,1.2359,1.2485,-0.1496,1.6574,1.67,-0.0292,1.0845,1.0971,-0.5729,-0.089,1.6867,1.6993,0.3012,1.1735,1.1861,-0.0624,-0.5131,1.2867,1.2993,-0.0988,1.269,1.2815,0.0331,-0.0177,0.8714,0.884,-0.4153,0.9371,0.9497,-0.3319,0.0657
PDC1,-1.0188,0.1301,-0.8887,0.0387,0.0376,-0.9813,-0.0926,0.0914,-0.9274,0.5578,-1.4852,-1.5999,0.0396,-0.9793,-0.3374,0.796,-0.2229,0.7564,0.377,-0.6419,0.1861,-0.8279,0.6573,0.0915,-0.0232,0.1147,0.8153,-0.2036,0.8548,1.1658,0.147,0.3506,0.7043,-0.0395,-1.0584,0.4615,-0.5574,0.501,-0.0179,-1.0367,-0.1545,0.1697,-0.8492,0.1876,0.1033,0.1366,-0.8823,0.1761,0.0664,-0.9524,-0.3951,-0.0702,0.5584,-0.4604,0.5979,0.7816,-0.2372,0.3201,0.2232,1.468,0.4492,0.9096,1.5621,0.5433,0.7805,0.0941
PDC2,1.5409,-0.5851,0.9558,-0.46,-1.5568,-0.0159,-0.9717,-0.1251,1.4158,-0.6472,2.063,1.1359,-0.2877,1.2531,0.5066,-1.7491,-0.2082,-1.4614,-0.7943,0.7466,-0.0578,0.8043,-1.2586,1.0013,0.0742,0.9271,-1.8957,-0.3548,-1.9167,-1.8676,-0.3267,0.0281,-1.5217,0.0211,1.5619,-0.3459,1.195,-0.367,-1.074,0.4669,3.7792,-1.2474,0.2935,-0.1734,0.0368,-4.8531,-3.3123,-4.8742,-1.2842,0.2567,-0.9383,3.5689,0.3281,1.8689,0.307,-1.1225,0.4184,-0.7766,-1.4505,-4.9906,-3.4498,-5.3187,-5.1801,-3.6392,-4.0577,-0.1895
PDC5,0.3573,0.3579,0.7152,0.1798,1.5605,1.9177,1.2026,0.1781,0.5353,0.284,0.2514,-1.5972,0.6827,1.04,-0.0584,0.9498,1.3071,0.2671,0.7411,1.0984,-0.1073,1.2057,0.9544,1.473,-0.3756,1.8486,2.2345,2.5918,2.1587,3.0665,3.4237,0.832,2.2276,0.0758,0.4331,0.8389,1.1962,0.7631,0.7076,1.0648,0.1887,0.4868,0.844,-0.2208,0.2951,0.5189,0.8762,0.4431,0.1916,0.5489,-0.6473,-0.3272,0.7638,1.121,0.688,2.0946,2.4519,1.2557,1.3309,1.7806,2.1379,1.0168,1.8968,2.2541,-0.1978,0.1162
PDC6,3.0217,-1.6384,1.3834,0.0129,-1.8572,1.1646,-0.2188,-1.6513,1.3705,1.7984,-0.4279,-1.1584,-0.6056,2.4161,1.9693,-1.2585,1.7632,-0.6529,-2.575,0.4468,0.3863,0.0605,0.4884,0.7305,0,0.7305,-2.5817,0.44,1.2458,-2.7222,0.2996,-0.1405,-0.209,-3.8275,-0.8057,-2.5132,0.5086,1.3143,-4.1175,-1.0957,-0.4819,-3.1387,-0.1169,0.9788,-0.1963,-3.6355,-0.6138,0.1919,-2.9424,0.0793,-0.4292,0.6931,-2.5152,0.5066,1.3123,-2.6329,0.3888,-0.1198,-0.1178,-2.2119,0.8098,0.3033,-2.345,0.6768,0.288,-0.133
PDE1,2.6265,-0.4639,2.1626,0.892,-1.1167,1.5099,-0.6528,-1.3559,1.2706,-0.0526,1.3232,0.1628,-1.2858,1.3408,-0.0741,-1.2591,1.3674,0.0267,-1.2117,1.4148,0.9605,0.4543,-0.8689,1.0676,-0.0928,1.1605,-0.5102,2.1164,0.2277,-0.5247,2.1019,-0.0145,-0.5298,-0.7379,1.8887,0.0052,2.6317,0.743,-0.5296,2.097,-0.155,-0.02,2.6065,0.5096,0.1344,-0.3745,2.252,0.3633,-0.1544,2.4722,-0.1596,0.2201,-0.3231,2.3034,0.4148,-0.4086,2.2179,-0.4138,-0.0855,0.0727,2.6992,0.3958,0.2723,2.8988,0.6809,0.1996
PDE2,-6.6761,6.8184,0.1424,0.0133,3.7014,-2.9746,-3.117,6.8051,0.1291,9.5791,-9.45,-10.7047,0.7635,-5.9126,0.4274,6.4896,-0.1864,5.7261,0.3361,-6.3399,0.0106,-6.3505,3.0995,1.4082,0.1535,1.2546,0.5624,-6.1136,-6.9254,6.8815,0.2055,6.3191,-0.747,7.4878,0.8118,7.6285,0.9524,0.1406,4.881,-1.795,-2.3988,3.9328,-2.7432,-0.9482,-3.5216,7.2798,0.6038,-0.208,7.4544,0.7784,-0.1741,0.1746,3.2955,-3.3805,-4.1923,6.0632,-0.6128,-1.5652,2.7677,4.3521,-2.3239,1.0566,3.9756,-2.7005,-2.0877,-0.3765
PDH1,4.8043,0.2306,5.0349,-0.0837,-0.6937,4.1106,-0.9243,0.3142,5.1186,2.2837,2.8349,0.8048,-0.5162,4.2881,0.7864,-2.2909,2.5134,-1.7747,-1.3026,3.5017,1.5426,1.9592,-0.8757,1.9074,-0.1227,2.0301,-1.9144,2.8899,-1.5753,-2.5007,2.3037,-0.5862,-1.8852,-0.3392,4.4652,-0.6155,4.1889,-0.2763,-0.8751,3.9293,-0.1131,-1.3126,3.4917,-0.4375,-0.2394,-0.762,4.0423,-0.4228,-1.0732,3.7312,-0.4577,-0.3112,-1.5128,3.2915,-1.1737,-1.817,2.9873,-1.2015,-0.3042,-4.0765,0.7278,-2.5637,-4.3218,0.4825,-2.5048,-0.2453
